imdb_id,title,original_title,overview,poster_link
tt6608034,Mike Birbiglia: Thank God for Jokes,Mike Birbiglia: Thank God for Jokes,"Mike Birbiglia declares that a joke should never end with ""I‚am joking."" In his all-new comedy, Birbiglia tiptoes hilariously through the minefield that is modern-day joke-telling. Join Mike as he learns that the same jokes that elicit laughter have the power to produce tears, rage, and a whole lot of getting yelled at. Ultimately it's a show that asks, ‚How far should we go for the laugh?‚",https://m.media-amazon.com/images/M/MV5BNjM1NjNjOTUtMzk3Yi00NzZmLTg3NTQtZjE0N2U1MTYyZTViXkEyXkFqcGdeQXVyNDQyODU5MDQ@._V1_SX300.jpg
tt3315342,Logan,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt6223974,The Farthest,The Farthest,Documentary about NASA's Voyager space programme,https://m.media-amazon.com/images/M/MV5BYzE3MTFiNjItY2MwNy00NzBkLTgzMmQtMjRhMzg3ZDUzMzQwXkEyXkFqcGdeQXVyNzMxNjIyMTA@._V1_SX300.jpg
tt4927984,Tomato Red,Tomato Red,"When small town drifter Sammy Barlach drives into town on the search for his next cold beer and the bunch that'll have him, he gets a lot more than he bargained for.",https://images-na.ssl-images-amazon.com/images/M/MV5BMmM4MTZhNjYtZTNiNy00YWFhLWI0NjItMjdlNGE3NjYxODU3XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg
tt5328350,Spoor,Pokot,"A story about Janina Duszejko, an elderly woman, who lives alone in the Klodzko Valley where a series of mysterious crimes are committed. Duszejko is convinced that she knows who (or what) is the murderer, but nobody believes her.",https://m.media-amazon.com/images/M/MV5BMzJhZGQ0ODAtZGYyNC00OWVlLThmZTgtMWJlODY5ODk2YzAyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg
tt3899154,Savageland,Savageland,"When a small town near the Arizona-Mexico border is wiped out overnight, suspicion falls on the lone survivor. But a roll of photos the survivor took that night tells a different story.",https://images-na.ssl-images-amazon.com/images/M/MV5BM2E3N2FjYjEtYTkxYS00ZTg5LTkzZmEtNTRhYjM5NjgyMzI5XkEyXkFqcGdeQXVyNTcwMzkyNDE@._V1_SX300.jpg
tt4909752,Rangoon,‡§∞‡§Ç‡§ó‡•Ç‡§®,Love triangle set against the backdrop of World War II.,https://m.media-amazon.com/images/M/MV5BZjliMjM4ZWQtZjgxYy00NjE4LTg2NDctYjU2YWJkYjVkNTdmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
tt4283414,Punching Henry,Punching Henry,"Comedian Henry Phillips is lured to LA by a renowned TV producer who wants to bring his story of failure to the screen. But when a major network gets involved, Henry must decide whether he wants to make jokes for a living, or be the butt of them.",https://m.media-amazon.com/images/M/MV5BODMwM2M4ZmItMzk4Ny00YTBhLTkyN2EtYTAzMmIwNjMxNjQxL2ltYWdlXkEyXkFqcGdeQXVyMTk0NTY2ODQ@._V1_SX300.jpg
tt5052448,Get Out,Get Out,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_SX300.jpg
tt6273862,The Man Who Was Too Free,–°–ª–∏—à–∫–æ–º —Å–≤–æ–±–æ–¥–Ω—ã–π —á–µ–ª–æ–≤–µ–∫,"A documentary biopic of Boris Nemtsov, a prominent figure of Russian political opposition murdered in Moscow in February of 2015.",https://m.media-amazon.com/images/M/MV5BMGNlN2FkMDItYmU4YS00MDZkLTg5ZGQtOTBhYzE5YWNjZjY4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTIyMTgzNjg@._V1_SX300.jpg
tt6571110,Internet - O Filme,Internet - O Filme,"In a convention of youtubers, the characters enter into various conflicts since they are all in search of fame at any price.",https://m.media-amazon.com/images/M/MV5BMjVkZjM4MWYtMTg2Ny00NDBkLTk2MTktNTFiYTJiNmJhY2ZmXkEyXkFqcGdeQXVyMjAyNDg4NzI@._V1_SX300.jpg
tt3182620,Bitter Harvest,Bitter Harvest,"Set between the two World Wars and based on true historical events, Bitter Harvest conveys the untold story of the Holodomor, the genocidal famine engineered by the tyrant Joseph Stalin. The film displays a powerful tale of love, honour, rebellion and survival at a time when Ukraine was forced to adjust to the horrifying territorial ambitions of the burgeoning Soviet Union.",https://m.media-amazon.com/images/M/MV5BMTkwMTczNzUxNV5BMl5BanBnXkFtZTgwNzA4Mjc2MDI@._V1_SX300.jpg
tt6569546,Vamps,–í—É—Ä–¥–∞–ª–∞–∫–∏,"The story takes place in 18th century russia. empress elizabeth‚ confessor, monk named Lavr, is exiled to a monastery in a haunted mountainous region, taking his secret ancient knowledge with him. Years later, the empress sends her godson Andrey to bring the monk back. Andrey travels to the ill-famed place and meets with Lavr, but before they can return to St. Petersburg they must face evil forces and creatures of the dark side.",https://m.media-amazon.com/images/M/MV5BZmQ0N2RkNzMtMzU1MC00NWFmLTg5NTgtZDdiNTc3MGFlYTM2XkEyXkFqcGdeQXVyNTk1MjA5MjM@._V1_SX300.jpg
tt6830780,Lucid Dream,Î£®ÏãúÎìú ÎìúÎ¶º,"Dae-ho, an investigative journalist, seeks to track down the whereabouts of his son who was abducted three years ago. With the help of a detective and a psychiatrist friend, he will retrace his memory of the incident through the use of lucid dreaming techniques.",https://m.media-amazon.com/images/M/MV5BOTllZTlmNDItOTI1MC00MDFiLWE3YzItOGUwOWM1N2RiMWY1XkEyXkFqcGdeQXVyNDc0Njc1NTY@._V1_SX300.jpg
tt3704700,Brain on Fire,Brain on Fire,A look at a young woman's rapid descent into insanity.,https://m.media-amazon.com/images/M/MV5BNmY0OThiYWQtMTAzYi00N2FiLWFlYWUtZDUzYzJiY2RlNjEwXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_SX300.jpg
tt5771640,A Wedding,Noces,"Zahira, 18, is close to her family until her parents ask her to follow Pakistani tradition to choose a husband. Torn between family customs and her western lifestyle, the young woman turns for help to her brother and confidant Amir.",https://m.media-amazon.com/images/M/MV5BYjkxMWY1NzItODBiMy00ZGUwLWI1YTItOTNiODdmODljNWI0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjAwNDEwMw@@._V1_SX300.jpg
tt6562866,Trevor Noah: Afraid of the Dark,Trevor Noah: Afraid of the Dark,Trevor Noah stars in his first Netflix special.,https://m.media-amazon.com/images/M/MV5BMTZhNjNjNGUtYTc2Ni00ZDc4LWJjNDMtYjVlOTI5OGI5YzE5XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg
tt5032468,Fare,Fare,A ride-share driver finds himself transporting the man who is secretly sleeping with his wife.,https://m.media-amazon.com/images/M/MV5BMjA2OTYxMTkzNl5BMl5BanBnXkFtZTgwODAzMjEyNzE@._V1_SX300.jpg
tt5430888,Major Grom,–ú–∞–π–æ—Ä –ì—Ä–æ–º,"Igor Grom, a skilled detective from St. Petersburg, happened to be at the scene of a bank robbery and decides to stop them.",https://images-na.ssl-images-amazon.com/images/M/MV5BNWY2OWY3N2MtMjdlYS00MzEzLWE4MGUtZWNjZjdmMDI5Y2NkXkEyXkFqcGdeQXVyNjM5MDAyMzA@._V1_SX300.jpg
tt5997492,Britney Ever After,Britney Ever After,"Biopic detailing the tumultuous story of pop icon Britney Spears' rise to fame, fall from grace and eventual triumphant resurrection, firmly securing her position as one of the world's greatest entertainers.",https://m.media-amazon.com/images/M/MV5BMjI2OTYwMTIzOF5BMl5BanBnXkFtZTgwOTk5NzcyMTI@._V1_SX300.jpg
tt3322892,XX,XX,This all-female horror anthology features four dark tales from four fiercely talented women.,https://m.media-amazon.com/images/M/MV5BM2U5NzlhMGYtODUzOS00Nzk0LWE1YTYtZDE0YzMwMzI0ODJlXkEyXkFqcGdeQXVyNjY0MjcwODM@._V1_SX300.jpg
tt5376196,Wild Mouse,Wilde Maus,"Kings should be treated courteously! At least, that's what famous music critic Georg (Josef Hader) thinks. But he finds himself counting pennies when his chief editor (Jvorg Hartmann) suddenly fires him from the Viennese newspaper for which he has been writing for decades. While keeping his dismissal a secret from his psychotherapist wife Johanna (Pia Hierzegger), whose mind is occupied solely by getting pregnant, Georg begins to plot his revenge. He is aided by old school friend Erich (Georg Friedrich), and in return the newly liberated Georg helps him repair a rundown rollercoaster in Vienna's Prater Park. Georg's nightly campaigns against his former boss start with small acts of vandalism. They soon escalate to extremes, and Georg‚aòs tame, bourgeois life gets completely out of hand...",https://m.media-amazon.com/images/M/MV5BMGE5OTBkM2QtYmFkZC00ZjE1LTk1YTItNDM3ODllNWFiMTAxL2ltYWdlXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg
tt4305148,Lovesong,Lovesong,"Neglected by her husband, Sarah embarks on an impromptu road trip with her young daughter and her best friend, Mindy. Along the way, the dynamic between the two friends intensifies before circumstances force them apart. Years later, Sarah attempts to rebuild their intimate connection in the days before Mindy‚ wedding.",https://m.media-amazon.com/images/M/MV5BMTU2MDg1MTc1Nl5BMl5BanBnXkFtZTgwNzI5OTQwMTI@._V1_SX300.jpg
tt4411618,In Dubious Battle,In Dubious Battle,"In the California apple country, nine hundred migratory workers rise up ""in dubious battle"" against the landowners. The group takes on a life of its own-stronger than its individual members and more frightening. Led by the doomed Jim Nolan, the strike is founded on his tragic idealism-on the ""courage never to submit or yield.""",https://m.media-amazon.com/images/M/MV5BMmVkYzE1ZmQtOWRkZi00ZjgwLTk4YWQtMzk1M2E5MjhlMDcyL2ltYWdlXkEyXkFqcGdeQXVyNTY0MTkxMTg@._V1_SX300.jpg
tt6451304,Have a Nice Day,Â•ΩÊûÅ‰∫Ü,Three parties pursue the million dollars that driver Xiao Zhang stole to help out his girlfriend.,https://m.media-amazon.com/images/M/MV5BZDExYTVjOTAtNDZkMC00ODgxLTk0YmMtOGYzNmU3ZGQ1OWVmXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg
tt4671002,American Fable,American Fable,"When 11-year-old Gitty discovers that her father, Abe, a good and beloved farmer, is holding a wealthy man hostage in their abandoned silo in order to save their suffering farm, she befriends the captive in secret. As the truth unfolds about who he is and what will happen if he escapes, Gitty chooses to confront the thin line between reality and fiction.",https://m.media-amazon.com/images/M/MV5BM2ExZWJkYjctNzQwZi00YWExLWI1MDQtMDlkYzM0OTI5MTYzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
tt5161058,"Have Fun, Vasya!","–ì—É–ª—è–π, –í–∞—Å—è!","Contemporary Russia. Mitya and Alisa are set to get married. The problem is that Mitya is still married to Vasya, who refuses to grant him a divorce. Can Mitya and his friends convince Vasya to change her mind?",https://m.media-amazon.com/images/M/MV5BMDQ2ZDBlZjAtNjJjMC00OGU5LWFmZDMtMmMwZTNmYmQwMTgyXkEyXkFqcGdeQXVyNjMwOTA1MDM@._V1_SX300.jpg
tt3401882,Fist Fight,Fist Fight,"When one school teacher gets the other fired, he is challenged to an after-school fight.",https://m.media-amazon.com/images/M/MV5BMTg0NzkyMjE5NF5BMl5BanBnXkFtZTgwMDE5NTg3MDI@._V1_SX300.jpg
tt5351818,Rock'n Roll,Rock'n Roll,"Guillaume Canet is told by a young co-star that he's no longer Rock'n' Roll and can't sell films anymore. He then tries to prove her wrong and gets help from his girlfriend, Marion Cotillard.",https://m.media-amazon.com/images/M/MV5BM2RiZTYyZDYtYThjYi00N2Q3LWFlYzYtNTAzMzU5ZWU3MjYyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg
tt6731636,New Trial,Ïû¨Ïã¨,"A taxi driver is found dead, and Hyun-woo, the only witness, charged with a murder and serves 10 years in prison. While offering pro bono services, a lawyer Junyoung meets Hyun-woo, and they begin their journey to prove his innocence.",https://m.media-amazon.com/images/M/MV5BYTQ0YWUwZGQtYjZjZS00OTI3LTk5OWMtZGU3ZGUxODVmMDMwXkEyXkFqcGdeQXVyMTc0MTEzMzM@._V1_SX300.jpg
tt5016946,Handsome Devil,Handsome Devil,A music-mad 16-year-old outcast at a rugby-mad boarding school forms an unlikely friendship with his dashing new roommate.,https://m.media-amazon.com/images/M/MV5BYmIxMTdmOWYtMjRkZS00ZjM5LWJjZTYtMTM3Y2NmNzQ3NDJiXkEyXkFqcGdeQXVyNjg0ODE1ODE@._V1_SX300.jpg
tt1691152,David Lynch: The Art Life,David Lynch: The Art Life,"An intimate journey through the formative years of [Lynch‚] life. From his idyllic upbringing in small town America to the dark streets of Philadelphia, we follow Lynch as he traces the events that have helped to shape one of cinema‚ most enigmatic directors. David Lynch: The Art Life infuses Lynch‚ own art, music and early films, shining a light into the dark corners of his unique world, giving audiences a better understanding of the man and the artist.",https://m.media-amazon.com/images/M/MV5BMDdmOTg0YzktZmY0Yy00OGViLTk1OTctYmNmNTlmZThkOTVmXkEyXkFqcGdeQXVyMjY0ODAwNTc@._V1_SX300.jpg
tt5446444,Colo,Colo,"Struggling against the crisis in Portugal, a mother doubles up jobs to pay the bills since her husband is unemployed. Their teenage daughter tries to keep living everyday life even if the money is running short, which makes everything uneasy. Escaping from their common reality, they slowly become strangers to one another, as the tension grows in silence and in guilt.",https://m.media-amazon.com/images/M/MV5BM2E1MmE4ZmUtOTA2Ni00NjIxLTg5OGQtYjA2Yzg3Y2QyYzFhXkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_SX300.jpg
tt5657028,Alibi.com,Alibi.com,"Greg founded a company called Alibi.com that creates any type of alibi. With his associate, Augustin, and Medhi his new employee, they devise unstoppable stratagems and stagings to cover their clients. But meeting Flo, a pretty blonde who hates men who lie, will complicate Greg's life, which begins by hiding the true nature of his activity. During the presentation to parents, Greg understands that Gvrard, the father of Flo, is also one of their clients.",https://m.media-amazon.com/images/M/MV5BNjY2YzFhMzAtNjUyNi00MzRkLWE1ZmEtMjlmMjQwYWFiMzg1L2ltYWdlXkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_SX300.jpg
tt4731136,A Cure for Wellness,A Cure for Wellness,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem.",https://m.media-amazon.com/images/M/MV5BMTg5Njg1MzIwNl5BMl5BanBnXkFtZTgwNDU1NjczMDI@._V1_SX300.jpg
tt4132190,The Babymoon,The Babymoon,"In a fragile relationship, a husband wants to impress upon his pregnant wife his seriousness in being a good father, so he whisks her away on a babymoon travel holiday to the most exotic, beautiful, Instagram -able, country imaginable, which unbeknownst to him is experiencing a political revolution!",https://m.media-amazon.com/images/M/MV5BMDE2NDFjZjktNDAzZi00MjA5LWI4ZDEtMmUxOTJkOTYxNTdmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjIyNzQwNQ@@._V1_SX300.jpg
tt6340296,Mom or Dad?,Mamma o pap√†?,"A divorced couple fights for the custody of their three children: neither of them wants it. Mom wants to leave them to dad, and vice versa.",https://m.media-amazon.com/images/M/MV5BMGNlNzBmZGMtZWQyOC00YmEyLWFjNDItYzlmYmQ2M2ZiMGJhL2ltYWdlXkEyXkFqcGdeQXVyNTI5MTAyMzU@._V1_SX300.jpg
tt6540084,Katherine Ryan: In Trouble,Katherine Ryan: In Trouble,"A live recording of Katherine Ryan's Kathbum show, filmed at the end of her UK tour at the Hammersmith Apollo in May 2016.",https://m.media-amazon.com/images/M/MV5BMjMyOTIzNzItZTA0Ny00ZWRhLTk2NDMtYmQwYzUwZDllMjlhXkEyXkFqcGdeQXVyNTM0MTIyMjQ@._V1_SX300.jpg
tt4600952,Guardians,–ó–∞—â–∏—Ç–Ω–∏–∫–∏,"During the Cold War, an organization called ""Patriot"" created a super-hero squad, which includes members of multiple soviet republics. For years, the heroes had to hide their identities, but in hard times they must show themselves again.",https://m.media-amazon.com/images/M/MV5BYzgxY2NkZGYtOGI4NC00MTc4LTlkY2QtNmRjOTU1NDI0NGQ1XkEyXkFqcGdeQXVyNTc4MjczMTM@._V1_SX300.jpg
tt2962984,Girlfriend's Day,Girlfriend's Day,"In a city where greeting card writers are celebrated like movie stars, Romance writer Ray used to be the king. In trying to recapture the feelings that once made him the greatest, he gets entangled in a web of murder and deceit as writers vie to create the perfect card for a new holiday: Girlfriend's Day.",https://m.media-amazon.com/images/M/MV5BOTVjYWQyZWUtMWI5ZS00NDEwLWJjM2ItZTlmNGJmNDViMTU2L2ltYWdlXkEyXkFqcGdeQXVyNjE4ODA3NTY@._V1_SX300.jpg
tt6237208,From Straight A's to XXX,From Straight A's to XXX,"When a change of circumstances leaves Miriam unable to pay her college tuition, she makes a surprising decision: to start performing in adult films, using the pseudonym Belle Knox. Miriam lies to her family and her friends at school, keeping her double life a secret. But soon rumours spread and Miriam becomes the subject of vicious online attacks and unwanted attention. Miriam fights back: she talks to the media, saying her new line of work empowers her as a feminist. But her confident stand has unintended consequences. Miriam is shunned by her conservative family and her colleagues in the adult film world. One impulsive decision has quickly spiralled out of control - and Miriam's problems are just beginning.",https://m.media-amazon.com/images/M/MV5BM2U5NThkNzAtYzU4Ny00OGVjLThjYWUtNTY4MDVhMjJmMTIzXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg
tt5154288,Prevenge,Prevenge,"A pregnant widow, believing herself to be guided by her unborn child, embarks on a homicidal rampage.",https://m.media-amazon.com/images/M/MV5BMzA3MjQ0NTc2OF5BMl5BanBnXkFtZTgwNjAyNzU3MTI@._V1_SX300.jpg
tt6328086,"Nick Cannon: Stand Up, Don't Shoot","Nick Cannon: Stand Up, Don't Shoot","Comedian Nick Cannon is back - and using his potent voice to attack the haters and naysayers, while discussing everything from the controversial times we're living in to how getting old affects his dating. Plus, there's Nick's scoop on how a trip to Australia was the straw that broke his marriage to Mariah Carey's back. Filmed live at the Ebony Repertory Theatre in South Central Los Angles.",https://m.media-amazon.com/images/M/MV5BYmFjZTYxYTItYjhmYS00ZDE5LThjMDgtNzQzMmU4YTk4OGFlXkEyXkFqcGdeQXVyNTM0MTIyMjQ@._V1_SX300.jpg
tt4420704,Kedi,Kedi,"A profile of an ancient city and its unique people, seen through the eyes of the most mysterious and beloved animal humans have ever known, the Cat.",https://m.media-amazon.com/images/M/MV5BMjEwNTM2NDE0Nl5BMl5BanBnXkFtZTgwMzMzNTc4MDI@._V1_SX300.jpg
tt6398054,I Am Jane Doe,I Am Jane Doe,"Chronicles the epic battle that several American mothers are waging on behalf of their middle-school daughters, victims of sex-trafficking on Backpage.com, the adult classifieds section that for years was part of the Village Voice.",https://m.media-amazon.com/images/M/MV5BZjllZGIyNTctODNhYS00MGVhLWEwMTgtYTUwOWUzNWVjMjAzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDQ0MDY1MQ@@._V1_SX300.jpg
tt5537228,Everybody Loves Somebody,Everybody Loves Somebody,"On the surface, Clara Barron seems to have it all: a job as an OB-GYN; a great house in LA; and a loving family. But, the one thing Clara doesn't have figured out is her love life. Pressured by a family wedding in Mexico, Clara asks a co-worker to pose as her boyfriend for the weekend festivities,- only to be caught by surprise when her ex- boyfriend (and family favorite) suddenly shows up after disappearing from her life completely. Torn, Clara must decide between going back to the past or open her heart to new and unexpected possibilities.",https://m.media-amazon.com/images/M/MV5BMTc0MzM3MjY5NF5BMl5BanBnXkFtZTgwMjU5NDg4MDI@._V1_SX300.jpg
tt6528206,Asteria,Asteria,"Two astronauts attempt to plant their flag on a newly discovered planet. But first, they need to get rid of some pesky aliens whose business there is unknown.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzZiYWMwOTAtZmYzMy00ZWIwLWJhNGYtYzEyNjVlMDcwNDU5XkEyXkFqcGdeQXVyNTMyNDM5MTM@._V1_SX300.jpg
tt4126694,1 Night,1 Night,"Thirty-something Elizabeth must decide whether to salvage her disappointing relationship with Drew. Meanwhile, Bea, a worrisome teenager, reconnects with her introverted childhood friend, Andy, at their high school prom. Past and present collide as two couples explore love over the course of one night at a hotel.",https://m.media-amazon.com/images/M/MV5BN2ZkNWFjYzktODkwNy00YmM3LTkzMGUtMTRhMDlmZGZhZTU0L2ltYWdlXkEyXkFqcGdeQXVyNDg3MTQxOTg@._V1_SX300.jpg
tt6399158,Fabricated City,Ï°∞ÏûëÎêú ÎèÑÏãú,"In real life, Kwon Yoo is unemployed, but in the virtual game world he is the best leader. Kwon Yoo is then framed for a murder. With the help of hacker Yeo-Wool, he tries to uncover the truth behind the murder case.",https://m.media-amazon.com/images/M/MV5BMTA3YTkxNDYtYzkwNS00ZjAzLWE3OWQtMzQ3NzI4Y2ZlMjcxXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_SX300.jpg
tt4116284,The Lego Batman Movie,The Lego Batman Movie,"In the irreverent spirit of fun that made ‚The Lego Movie‚ a worldwide phenomenon, the self-described leading man of that ensemble‚Lego Batman‚stars in his own big-screen adventure. But there are big changes brewing in Gotham, and if he wants to save the city from The Joker‚ hostile takeover, Batman may have to drop the lone vigilante thing, try to work with others and maybe, just maybe, learn to lighten up.",https://m.media-amazon.com/images/M/MV5BMTcyNTEyOTY0M15BMl5BanBnXkFtZTgwOTAyNzU3MDI@._V1_SX300.jpg
tt4425200,John Wick: Chapter 2,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins‚a guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world‚ most dangerous killers.",https://m.media-amazon.com/images/M/MV5BMjE2NDkxNTY2M15BMl5BanBnXkFtZTgwMDc2NzE0MTI@._V1_SX300.jpg
tt4465564,Fifty Shades Darker,Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian‚ past start to circle the couple, determined to destroy their hopes for a future together.",https://m.media-amazon.com/images/M/MV5BMTQ5NTk0Njg2N15BMl5BanBnXkFtZTgwNzk5Nzk3MDI@._V1_SX300.jpg
tt5607782,The Covenant,The Covenant,"After the tragic deaths of her husband and daughter, Sarah Doyle moves back to her childhood home with her estranged brother, Richard. It's not long before Sarah begins to experience supernatural phenomena of a violent and hostile nature.",https://m.media-amazon.com/images/M/MV5BMTU2NTU1NTc5M15BMl5BanBnXkFtZTgwOTMyNDAwMTI@._V1_SX300.jpg
tt3705822,Moontrap: Target Earth,Moontrap: Target Earth,A long forgotten ancient spacecraft discovered on Earth. Investigations carried out by Scout transport her to the moon whereupon she meets the impressive machines preserving the wisdom of that long lost civilization.,https://m.media-amazon.com/images/M/MV5BODg3Mjc2ODQtMjNlOS00ZTM5LWFhOGYtNWVjYjM0MWViMGY2XkEyXkFqcGdeQXVyNzcxOTU5MDc@._V1_SX300.jpg
tt6229252,Midday Event,ŸÖÿßÿ¨ÿ±ÿß€å ŸÜ€åŸÖÿ±Ÿàÿ≤,"In the the tumultuous neighborhoods of Tehran, in the winding streets and alleys and displaced and confused in every little houses... Does this the rummage will be the end?",https://m.media-amazon.com/images/M/MV5BODZmYjJiMGYtYzE5My00ZmYyLWEwYjUtN2FkYTI0ZmZkMDI1XkEyXkFqcGdeQXVyNTA0NzE3ODY@._V1_SX300.jpg
tt6343706,"Michael Bolton's Big, Sexy Valentine's Day Special","Michael Bolton's Big, Sexy Valentine's Day Special","After Santa tells Michael Bolton that he needs 75,000 new babies by Christmas to meet toy supply, Michael Bolton hosts a sexy telethon to get the world to star making love.",https://m.media-amazon.com/images/M/MV5BZDc1ZjQ4YjgtYzMxMS00M2FhLWI3ZTctMDdkOTM2MzNkZWRmXkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_SX300.jpg
tt6490800,Deconstructing Sgt. Pepper's Lonely Hearts Club Band,Deconstructing Sgt. Pepper's Lonely Hearts Club Band,"Sgt. Pepper‚ Lonely Hearts Club Band is one of the foundational albums of rock &amp; roll music. Its release in 1967 ushered in a new era of musical experimentation and performance that resonated perfectly with the tumultuous and vibrant social changes of the time. It lands near the top of every list of the greatest or most important albums of all time. But even if you‚ a fan, how much do you actually know about its creation?  Musician, composer, software company CEO and Beatles expert (he taught a class about the Beatles at Yale!) Scott Freiman leads the viewer through an educational journey into the creative process of the Beatles‚a performances and recording sessions, their studio innovations and the history behind their music. Lifetime listeners will come away with a fresh realization of the singular genius of the four lads from Liverpool, and even new fans might find a novel way to engage with a fulfilling but extremely complex set of songs.",https://m.media-amazon.com/images/M/MV5BMDEwMDBlNTUtZDY0ZC00NWJmLWJmZmYtZDQ1NTk3NTcyMDQ3XkEyXkFqcGdeQXVyMjU5MTQyMTI@._V1_SX300.jpg
tt3687316,Youth in Oregon,Youth in Oregon,"A man is tasked with driving his embittered 80-year-old father-in-law cross country to be legally euthanized in Oregon, while along the way helping him rediscover a reason for living.",https://m.media-amazon.com/images/M/MV5BMjQyMjYyNjUzNl5BMl5BanBnXkFtZTgwNjI0ODAxMTI@._V1_SX300.jpg
tt5222918,The Other Side of Hope,Toivon tuolla puolen,A restaurateur befriends a Syrian refugee who  has recently arrived in Finland.,https://m.media-amazon.com/images/M/MV5BOGM2Njk1OWMtYWE0Yi00N2E4LTg3NjItYzJiYzljZTVjZmJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTIxMzMzMzE@._V1_SX300.jpg
tt5804038,I Am Not Your Negro,I Am Not Your Negro,"Working from the text of James Baldwin‚s unfinished final novel, director Raoul Peck creates a meditation on what it means to be Black in the United States.",https://m.media-amazon.com/images/M/MV5BZWIzYTIxYWYtMzk0MC00ODFlLTljZjItN2MzYmNhMjRlOTRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
tt1105355,Growing Up Smith,Growing Up Smith,"In 1979, an Indian family moves to America with hopes of living the American Dream. While their 10-year-old boy Smith falls head-over-heels for the girl next door, his desire to become a ""good old boy"" propels him further away from his family's ideals than ever before.",https://m.media-amazon.com/images/M/MV5BOWI0MmZmN2MtMzczMy00Y2NlLWE2MzgtMWM0YTlmY2Y5MTczXkEyXkFqcGdeQXVyMDExMDMxOA@@._V1_SX300.jpg
tt3692652,Eloise,Eloise,"Four friends break into an abandoned insane asylum in search of a death certificate which will grant one of them a large inheritance. However, finding it soon becomes the least of their worries in a place haunted by dark memories.",https://m.media-amazon.com/images/M/MV5BMTU2ODgwNDk2NV5BMl5BanBnXkFtZTgwNDU1MTg3MDI@._V1_SX300.jpg
tt3622110,Don't Knock Twice,Don't Knock Twice,A mother desperate to reconnect with her troubled daughter becomes embroiled in the urban legend of a demonic witch.,https://m.media-amazon.com/images/M/MV5BZmFkNzQyNzAtNmUzYi00MWUxLTkxZTAtOGMzMjFkMzMzMTVmXkEyXkFqcGdeQXVyMTg2MzQ2NDk@._V1_SX300.jpg
tt5848714,American Violence,American Violence,A psychologist interviews a death row inmate to determine whether or not a stay of execution should be granted.,https://m.media-amazon.com/images/M/MV5BNmY4NTkwZGYtOTIyNy00Yjc4LWI4OGYtNDUzMTRjNDUyOTIwL2ltYWdlXkEyXkFqcGdeQXVyNjY1MTcxNTQ@._V1_SX300.jpg
